,Unnamed: 0,jmeno,pohlavi,datum_narozeni,vek,vek_dny_srpen31,body_za_vek,spadova_skolka,skolka_sourozence,bydliste_brno,prioritni_vek,id,mc
2475,2647,Tereza Veselá,F,2021-08-11,2,19,0.38,74,,True,False,74,zidenice
2476,2653,Tereza Marešová,F,2016-07-26,7,35,2160.7,74,,True,False,74,zidenice
2477,2732,Zdeňka Pospíšilová,F,2019-03-10,4,173,2043.46,74,,True,True,74,zidenice
2478,2775,Zuzana Bílá,F,2016-10-20,6,-51,2120.0,74,,True,True,74,zidenice
2479,2791,Zuzana Benešová,F,2017-02-05,6,206,2124.12,74,,True,True,74,zidenice
2480,2843,Andrea Dvořáková,F,2021-08-23,2,7,0.14,74,,True,False,74,zidenice
2481,2896,Blanka Konečná,F,2020-08-16,3,14,2000.28,74,,True,True,74,zidenice
2482,2942,Daniela Hájková,F,2016-10-10,6,-41,2120.0,74,,True,True,74,zidenice
2483,3190,Lenka Rýdlová,F,2021-06-04,2,87,1.74,74,,True,False,74,zidenice
2484,230,Michal Kadlec,M,2019-10-16,3,-47,2000.0,42,,True,True,42,sever
2485,305,Lukáš Tomáš,M,2021-03-21,2,162,3.24,42,,True,False,42,sever
2486,470,Jakub Kadlec,M,2020-04-20,3,132,2002.64,42,,True,True,42,sever
2487,508,Ondřej Vlček,M,2020-04-02,3,150,2003.0,42,,True,True,42,sever
2488,511,Ondřej Kříž,M,2020-12-03,2,-95,1000.0,42,,True,False,42,sever
2489,717,Josef Navrátil,M,2020-05-01,3,121,2002.42,42,,True,True,42,sever
2490,749,Radek Kratochvíl,M,2018-08-18,5,12,2080.24,42,,True,True,42,sever
2491,750,Radek Kadlec,M,2019-03-24,4,159,2043.18,42,,True,True,42,sever
2492,833,Aleš Polák,M,2019-06-01,4,90,2041.8,42,,True,True,42,sever
2493,990,Ivan Kadlec,M,2021-05-31,2,91,1.82,42,,True,False,42,sever
2494,1026,Anton Toman,M,2019-02-28,4,183,2043.66,42,,True,True,42,sever
2495,1114,Andrej Janda,M,2017-07-11,6,50,2121.0,42,,True,True,42,sever
2496,1194,Richard Janda,M,2018-10-01,4,-32,2040.0,42,,True,True,42,sever
2497,1214,Igor Hájek,M,2016-07-28,7,33,2160.66,42,,True,False,42,sever
2498,1347,Juraj Konečný,M,2017-06-20,6,71,2121.42,42,,True,True,42,sever
2499,1370,Patrik Pospíšil,M,2020-06-19,3,72,2001.44,42,,True,True,42,sever
2500,1697,Denisa Kadlecová,F,2017-01-29,6,213,2124.26,42,,True,True,42,sever
2501,2293,Monika Marešová,F,2018-02-18,5,193,2083.86,42,,True,True,42,sever
2502,2346,Natálie Králová,F,2021-05-29,2,93,1.86,42,,True,False,42,sever
2503,2421,Patricia Urbanová,F,2021-04-09,2,143,2.86,42,,True,False,42,sever
2504,2544,Renata Šimková,F,2019-12-30,3,-122,2000.0,42,,True,True,42,sever
2505,2639,Soňa Šťastná,F,2016-10-21,6,-52,2120.0,42,,True,True,42,sever
2506,2668,Tereza Zábranská,F,2020-06-26,3,65,2001.3,42,,True,True,42,sever
2507,2721,Zdeňka Svobodová,F,2018-12-24,4,-116,2040.0,42,,True,True,42,sever
2508,2809,Alena Němcová,F,2019-01-25,4,217,2044.34,42,,True,True,42,sever
2509,2855,Andrea Bílá,F,2017-11-19,5,-81,2080.0,42,,True,True,42,sever
2510,3154,Kamila Vlčková,F,2017-11-18,5,-80,2080.0,42,57.0,True,True,42,sever
2511,3181,Lenka Urbanová,F,2021-07-11,2,50,1.0,42,,True,False,42,sever
2512,236,Michal Macháček,M,2016-11-22,6,-84,2120.0,134,,True,True,134,sever
2513,817,Aleš Růžička,M,2021-03-18,2,165,3.3000000000000003,134,,True,False,134,sever
2514,964,Ivan Černý,M,2017-06-22,6,69,2121.38,134,,True,True,134,sever
2515,1081,Andrej Svoboda,M,2018-11-09,4,-71,2040.0,134,,True,True,134,sever
2516,1185,Richard Tomáš,M,2019-03-14,4,169,2043.38,134,,True,True,134,sever
2517,1551,Matúš Kříž,M,2020-02-20,3,192,2003.84,134,,True,True,134,sever
2518,1558,Matúš Staněk,M,2021-04-15,2,137,2.74,134,,True,False,134,sever
2519,1718,Denisa Kočová,F,2020-01-05,3,238,2004.76,134,,True,True,134,sever
2520,1775,Hana Bílá,F,2018-06-27,5,64,2081.28,134,,True,True,134,sever
2521,2038,Klára Kočová,F,2019-12-22,3,-114,2000.0,134,,True,True,134,sever
2522,2303,Monika Pechová,F,2017-01-21,6,221,2124.42,134,,True,True,134,sever
2523,2373,Nikola Marešová,F,2019-01-11,4,231,2044.62,134,,True,True,134,sever
2524,2635,Soňa Tomášková,F,2021-07-08,2,53,1.06,134,,True,False,134,sever
2525,2926,Daniela Kučerová,F,2020-01-30,3,213,2004.26,134,,True,True,134,sever
2526,3148,Kamila Zábranská,F,2016-12-13,6,-105,2120.0,134,,True,True,134,sever
2527,237,Michal Navrátil,M,2017-04-23,6,129,2122.58,32,,True,True,32,reckovice
2528,267,Pavel Konečný,M,2017-03-23,6,160,2123.2,32,75.0,True,True,32,reckovice
2529,319,Lukáš Pekař,M,2020-12-17,2,-109,1000.0,32,,True,False,32,reckovice
2530,381,Marek Svatoš,M,2021-06-04,2,87,1.74,32,,True,False,32,reckovice
2531,445,Jakub Procházka,M,2019-04-06,4,146,2042.92,32,,True,True,32,reckovice
2532,582,Tomáš Mareš,M,2017-11-16,5,-78,2080.0,32,,True,True,32,reckovice
2533,587,Tomáš Konečný,M,2021-07-17,2,44,0.88,32,,True,False,32,reckovice
2534,706,Josef Toman,M,2019-11-22,3,-84,2000.0,32,,True,True,32,reckovice
2535,728,Radek Horák,M,2016-10-09,6,-40,2120.0,32,120.0,True,True,32,reckovice
2536,781,Filip Svatoš,M,2020-11-30,2,-92,1000.0,32,,True,False,32,reckovice
2537,807,Aleš Veselý,M,2018-05-17,5,105,2082.1,32,,True,True,32,reckovice
2538,849,Milan Němec,M,2020-10-19,2,-50,1000.0,32,,True,False,32,reckovice
2539,871,Milan Kříž,M,2019-10-12,3,-43,2000.0,32,,True,True,32,reckovice
2540,1094,Andrej Hájek,M,2017-04-19,6,133,2122.66,32,,True,True,32,reckovice
2541,1099,Andrej Bílý,M,2019-07-01,4,60,2041.2,32,34.0,True,True,32,reckovice
2542,1310,Štefan Kadlec,M,2018-05-01,5,121,2082.42,32,,True,True,32,reckovice
2543,1340,Juraj Šimek,M,2018-07-15,5,46,2080.92,32,,True,True,32,reckovice
2544,1567,Samuel Veselý,M,2018-03-12,5,171,2083.42,32,,True,True,32,reckovice
2545,1847,Ivana Veselá,F,2018-08-08,5,22,2080.44,32,,True,True,32,reckovice
2546,1989,Kateřina Marečková,F,2020-07-17,3,44,2000.88,32,,True,True,32,reckovice
2547,2092,Lucia Pospíšilová,F,2018-06-03,5,88,2081.76,32,,True,True,32,reckovice
2548,2183,Marcela Pechová,F,2021-06-11,2,80,1.6,32,39.0,True,False,32,reckovice
2549,2274,Michaela Vlčková,F,2021-01-29,2,213,4.26,32,,True,False,32,reckovice
2550,2486,Petra Kučerová,F,2019-09-20,3,-21,2000.0,32,,True,True,32,reckovice
2551,2585,Simona Hlaváčková,F,2018-07-04,5,57,2081.14,32,,True,True,32,reckovice
2552,2889,Blanka Němcová,F,2017-01-15,6,227,2124.54,32,,True,True,32,reckovice
2553,2929,Daniela Němcová,F,2017-03-02,6,181,2123.62,32,,True,True,32,reckovice
2554,3103,Irena Pechová,F,2017-05-21,6,101,2122.02,32,,False,True,32,reckovice
2555,3145,Kamila Hlaváčková,F,2019-03-17,4,166,2043.32,32,,True,True,32,reckovice
2556,240,Pavel Novák,M,2019-02-28,4,183,2043.66,122,,True,True,122,sever
2557,617,Radim Růžička,M,2021-06-14,2,77,1.54,122,,True,False,122,sever
2558,792,Filip Horváth,M,2018-03-31,5,152,2083.04,122,,True,True,122,sever
2559,834,Aleš Janda,M,2017-07-05,6,56,2121.12,122,,True,True,122,sever
2560,926,Jozef Kovařík,M,2020-05-26,3,96,2001.92,122,,True,True,122,sever
2561,1005,Anton Procházka,M,2019-12-19,3,-111,2000.0,122,,True,True,122,sever
2562,1024,Anton Vávra,M,2017-05-01,6,121,2122.42,122,,True,True,122,sever
2563,1257,Vladimír Růžička,M,2018-01-08,5,234,2084.68,122,,True,True,122,sever
2564,1377,Patrik Růžička,M,2021-08-26,2,4,0.08,122,,True,False,122,sever
2565,1397,Patrik Navrátil,M,2018-03-29,5,154,2083.08,122,,True,True,122,sever
2566,1429,Viktor Kratochvíl,M,2019-07-04,4,57,2041.14,122,,True,True,122,sever
2567,1453,Róbert Soukup,M,2017-06-05,6,86,2121.72,122,,True,True,122,sever
2568,1559,Matúš Pekař,M,2016-06-03,7,88,2161.76,122,,True,False,122,sever
2569,1758,Eva Kočová,F,2019-05-28,4,94,2041.88,122,,True,True,122,sever
2570,2460,Pavlína Jelínková,F,2019-01-02,4,240,2044.8,122,69.0,True,True,122,sever
2571,2519,Petra Šťastná,F,2018-06-12,5,79,2081.58,122,,True,True,122,sever
2572,2624,Soňa Šimková,F,2020-07-11,3,50,2001.0,122,,True,True,122,sever
2573,2837,Alena Tesařová,F,2021-02-13,2,198,3.96,122,,True,False,122,sever
2574,2917,Blanka Tesařová,F,2016-11-16,6,-78,2120.0,122,,True,True,122,sever
2575,2976,Dominika Konečná,F,2017-09-02,5,-3,2080.0,122,,True,True,122,sever
2576,3125,Kamila Procházková,F,2020-09-15,2,-16,1000.0,122,,True,False,122,sever
2577,3150,Kamila Rýdlová,F,2019-01-18,4,224,2044.48,122,,True,True,122,sever
2578,3184,Lenka Šimková,F,2019-11-08,3,-70,2000.0,122,,True,True,122,sever
2579,241,Pavel Svoboda,M,2020-08-15,3,15,2000.3,84,,True,True,84,zebetin
2580,847,Milan Veselý,M,2018-12-06,4,-98,2040.0,84,,True,True,84,zebetin
2581,890,Ján Pospíšil,M,2019-11-01,3,-63,2000.0,84,,True,True,84,zebetin
2582,1361,Patrik Svoboda,M,2016-08-26,7,4,2160.08,84,,True,False,84,zebetin
2583,1391,Patrik Kříž,M,2017-10-24,5,-55,2080.0,84,,True,True,84,zebetin
2584,1476,Róbert Macháček,M,2019-02-09,4,202,2044.04,84,,False,True,84,zebetin
2585,1526,Matúš Kovařík,M,2018-04-30,5,122,2082.44,84,,True,True,84,zebetin
2586,1617,Anna Kadlecová,F,2020-09-01,2,-2,1000.0,84,,True,False,84,zebetin
2587,1659,Barbora Matějová,F,2018-07-26,5,35,2080.7,84,,True,True,84,zebetin
2588,1699,Denisa Matějová,F,2020-12-23,2,-115,1000.0,84,,True,False,84,zebetin
2589,1789,Hana Marečková,F,2018-06-17,5,74,2081.48,84,,True,True,84,zebetin
2590,1800,Helena Nováková,F,2021-02-23,2,188,3.76,84,,True,False,84,zebetin
2591,1867,Ivana Vondráčková,F,2018-03-11,5,172,2083.44,84,,True,True,84,zebetin
2592,2163,Marcela Dvořáková,F,2018-06-26,5,65,2081.3,84,,True,True,84,zebetin
2593,2309,Monika Marečková,F,2020-04-26,3,126,2002.52,84,,True,True,84,zebetin
2594,2356,Natálie Havlíčková,F,2018-09-03,4,-4,2040.0,84,,True,True,84,zebetin
2595,2372,Nikola Pospíšilová,F,2020-12-08,2,-100,1000.0,84,133.0,True,False,84,zebetin
2596,2390,Nikola Rýdlová,F,2017-02-25,6,186,2123.72,84,,True,True,84,zebetin
2597,2401,Patricia Svobodová,F,2018-04-30,5,122,2082.44,84,,True,True,84,zebetin
2598,2512,Petra Kopecká,F,2017-11-26,5,-88,2080.0,84,,True,True,84,zebetin
2599,2530,Renata Křížová,F,2017-10-15,5,-46,2080.0,84,,True,True,84,zebetin
2600,2603,Soňa Dvořáková,F,2017-05-31,6,91,2121.82,84,,True,True,84,zebetin
2601,2671,Tereza Benešová,F,2021-04-28,2,124,2.48,84,,True,False,84,zebetin
2602,2914,Blanka Vlčková,F,2017-08-29,6,1,2120.02,84,,True,True,84,zebetin
2603,2958,Daniela Kočová,F,2020-11-11,2,-73,1000.0,84,,True,False,84,zebetin
2604,2981,Dominika Urbanová,F,2019-05-24,4,98,2041.96,84,,True,True,84,zebetin
2605,3089,Irena Němcová,F,2017-07-12,6,49,2120.98,84,,True,True,84,zebetin
2606,242,Pavel Novotný,M,2019-05-23,4,99,2041.98,28,,True,True,28,sever
2607,281,Lukáš Svoboda,M,2018-06-05,5,86,2081.72,28,,True,True,28,sever
2608,498,Ondřej Beneš,M,2018-01-02,5,240,2084.8,28,49.0,True,True,28,sever
2609,512,Ondřej Horváth,M,2018-10-13,4,-44,2040.0,28,,True,True,28,sever
2610,821,Aleš Svatoš,M,2021-02-14,2,197,3.94,28,,True,False,28,sever
2611,918,Ján Staněk,M,2019-05-29,4,93,2041.86,28,,True,True,28,sever
2612,995,Ivan Dušek,M,2018-02-26,5,185,2083.7,28,,True,True,28,sever
2613,1169,Richard Němec,M,2020-10-14,2,-45,1000.0,28,,True,False,28,sever
2614,1339,Juraj Bílý,M,2020-07-15,3,46,2000.92,28,,True,True,28,sever
2615,1413,Viktor Soukup,M,2018-08-10,5,20,2080.4,28,108.0,True,True,28,sever
2616,1727,Eva Veselá,F,2017-06-23,6,68,2121.36,28,,True,True,28,sever
2617,1777,Hana Kadlecová,F,2019-05-20,4,102,2042.04,28,,True,True,28,sever
2618,2036,Klára Havlíčková,F,2021-05-11,2,111,2.22,28,,True,False,28,sever
2619,2079,Lenka Šťastná,F,2020-04-29,3,123,2002.46,28,,True,True,28,sever
2620,2217,Marta Kadlecová,F,2020-01-10,3,233,2004.66,28,,True,True,28,sever
2621,2239,Marta Šťastná,F,2019-10-12,3,-43,2000.0,28,,True,True,28,sever
2622,2358,Natálie Kočová,F,2021-06-09,2,82,1.64,28,,True,False,28,sever
2623,2441,Pavlína Svobodová,F,2019-08-30,4,0,2040.0,28,100.0,False,True,28,sever
2624,2476,Pavlína Havlíčková,F,2018-12-05,4,-97,2040.0,28,,True,True,28,sever
2625,2707,Veronika Vondráčková,F,2018-06-18,5,73,2081.46,28,,True,True,28,sever
2626,2796,Zuzana Havlíčková,F,2016-08-25,7,5,2160.1,28,,True,False,28,sever
2627,2825,Alena Hlaváčková,F,2017-01-12,6,230,2124.6,28,,True,True,28,sever
2628,2919,Blanka Šťastná,F,2017-03-03,6,180,2123.6,28,9.0,True,True,28,sever
2629,246,Pavel Kovařík,M,2019-03-03,4,180,2043.6,79,108.0,True,True,79,kninicky
2630,426,Adam Toman,M,2018-11-26,4,-88,2040.0,79,,True,True,79,kninicky
2631,765,Filip Procházka,M,2017-02-23,6,188,2123.76,79,,True,True,79,kninicky
2632,1248,Vladimír Horák,M,2016-08-03,7,27,2160.54,79,,True,False,79,kninicky
2633,1325,Juraj Procházka,M,2017-03-27,6,156,2123.12,79,,True,True,79,kninicky
2634,1446,Róbert Kovařík,M,2018-02-02,5,209,2084.18,79,,True,True,79,kninicky
2635,1619,Anna Matějová,F,2018-03-27,5,156,2083.12,79,,True,True,79,kninicky
2636,1638,Anna Kočová,F,2017-04-20,6,132,2122.64,79,,True,True,79,kninicky
2637,1675,Barbora Tomášková,F,2021-04-18,2,134,2.68,79,,True,False,79,kninicky
2638,1857,Ivana Kadlecová,F,2016-08-03,7,27,2160.54,79,,True,False,79,kninicky
2639,1979,Kateřina Matějová,F,2018-12-07,4,-99,2040.0,79,,True,True,79,kninicky
2640,2004,Klára Černá,F,2018-11-14,4,-76,2040.0,79,,True,True,79,kninicky
2641,2114,Lucia Vlčková,F,2019-09-18,3,-19,2000.0,79,,True,True,79,kninicky
2642,2316,Monika Havlíčková,F,2020-01-20,3,223,2004.46,79,,True,True,79,kninicky
2643,2646,Tereza Kučerová,F,2020-06-23,3,68,2001.36,79,,True,True,79,kninicky
2644,2681,Veronika Svobodová,F,2021-02-20,2,191,3.82,79,,True,False,79,kninicky
2645,2907,Blanka Vondráčková,F,2018-10-31,4,-62,2040.0,79,,True,True,79,kninicky
2646,2991,Dominika Benešová,F,2017-08-27,6,3,2120.06,79,,True,True,79,kninicky
2647,3040,Gabriela Nováková,F,2019-01-10,4,232,2044.64,79,,True,True,79,kninicky
2648,3123,Kamila Dvořáková,F,2020-03-06,3,177,2003.54,79,,True,True,79,kninicky
2649,259,Pavel Bílý,M,2017-04-19,6,133,2122.66,5,,True,True,5,vinohrady
2650,454,Jakub Hájek,M,2021-04-19,2,133,2.66,5,,True,False,5,vinohrady
2651,640,Jaroslav Novák,M,2016-12-21,6,-113,2120.0,5,,True,True,5,vinohrady
2652,1085,Andrej Procházka,M,2019-07-24,4,37,2040.74,5,,True,True,5,vinohrady
2653,1136,Miroslav Král,M,2020-07-22,3,39,2000.78,5,,True,True,5,vinohrady
2654,1157,Miroslav Navrátil,M,2019-10-06,3,-37,2000.0,5,,True,True,5,vinohrady
2655,1206,Igor Kovařík,M,2018-08-02,5,28,2080.56,5,,True,True,5,vinohrady
2656,1416,Viktor Král,M,2019-01-10,4,232,2044.64,5,,True,True,5,vinohrady
2657,1532,Matúš Urban,M,2016-08-02,7,28,2160.56,5,,True,False,5,vinohrady
2658,1534,Matúš Hájek,M,2021-04-09,2,143,2.86,5,,True,False,5,vinohrady
2659,1587,Samuel Konečný,M,2018-04-04,5,148,2082.96,5,,True,True,5,vinohrady
2660,1691,Denisa Malá,F,2016-11-07,6,-69,2120.0,5,,True,True,5,vinohrady
2661,1925,Karolína Procházková,F,2018-09-01,4,-2,2040.0,5,,True,True,5,vinohrady
2662,1927,Karolína Veselá,F,2021-03-31,2,152,3.04,5,,True,False,5,vinohrady
2663,1995,Kateřina Tomášková,F,2020-08-12,3,18,2000.36,5,,True,True,5,vinohrady
2664,2019,Klára Matějová,F,2016-11-17,6,-79,2120.0,5,,True,True,5,vinohrady
2665,2249,Michaela Němcová,F,2020-04-02,3,150,2003.0,5,,True,True,5,vinohrady
2666,3002,Eliška Novotná,F,2018-04-01,5,151,2083.02,5,,True,True,5,vinohrady
2667,3069,Gabriela Marečková,F,2020-02-12,3,200,2004.0,5,48.0,True,True,5,vinohrady
2668,3080,Irena Nováková,F,2017-03-16,6,167,2123.34,5,,True,True,5,vinohrady
2669,3136,Kamila Konečná,F,2021-06-19,2,72,1.44,5,,True,False,5,vinohrady
2670,266,Pavel Toman,M,2019-08-31,3,-1,2000.0,85,,True,True,85,kralovo_pole
2671,374,Marek Hájek,M,2020-12-31,2,-123,1000.0,85,,True,False,85,kralovo_pole
2672,405,Adam Procházka,M,2016-06-14,7,77,2161.54,85,,True,False,85,kralovo_pole
2673,609,Radim Němec,M,2018-06-24,5,67,2081.34,85,,True,True,85,kralovo_pole
2674,641,Jaroslav Svoboda,M,2020-12-07,2,-99,1000.0,85,,True,False,85,kralovo_pole
2675,740,Radek Šimek,M,2021-05-17,2,105,2.1,85,,True,False,85,kralovo_pole
2676,816,Aleš Král,M,2018-06-14,5,77,2081.54,85,,True,True,85,kralovo_pole
2677,875,Milan Dušek,M,2019-07-14,4,47,2040.94,85,,True,True,85,kralovo_pole
2678,906,Ján Toman,M,2020-05-12,3,110,2002.2,85,,True,True,85,kralovo_pole
2679,1006,Anton Kovařík,M,2020-10-23,2,-54,1000.0,85,,True,False,85,kralovo_pole
2680,1036,Anton Macháček,M,2016-12-24,6,-116,2120.0,85,,True,True,85,kralovo_pole
2681,1209,Igor Němec,M,2019-08-29,4,1,2040.02,85,,True,True,85,kralovo_pole
2682,1245,Vladimír Procházka,M,2018-11-30,4,-92,2040.0,85,,True,True,85,kralovo_pole
2683,1281,Štefan Svoboda,M,2019-03-05,4,178,2043.56,85,,True,True,85,kralovo_pole
2684,1788,Hana Zábranská,F,2017-01-30,6,212,2124.24,85,,True,True,85,kralovo_pole
2685,1907,Jana Vondráčková,F,2019-07-05,4,56,2041.12,85,,True,True,85,kralovo_pole
2686,2005,Klára Procházková,F,2017-02-01,6,210,2124.2,85,,True,True,85,kralovo_pole
2687,2240,Michaela Nováková,F,2018-06-07,5,84,2081.68,85,,True,True,85,kralovo_pole
2688,2287,Monika Veselá,F,2019-06-12,4,79,2041.58,85,,True,True,85,kralovo_pole
2689,2453,Pavlína Marešová,F,2018-05-03,5,119,2082.38,85,,True,True,85,kralovo_pole
2690,2492,Petra Pospíšilová,F,2016-11-06,6,-68,2120.0,85,,True,True,85,kralovo_pole
2691,2527,Renata Veselá,F,2019-07-03,4,58,2041.16,85,,True,True,85,kralovo_pole
2692,2649,Tereza Němcová,F,2020-03-11,3,172,2003.44,85,,True,True,85,kralovo_pole
2693,268,Pavel Vlček,M,2019-10-05,3,-36,2000.0,4,,True,True,4,zabovresky
2694,403,Adam Dvořák,M,2018-08-04,5,26,2080.52,4,,True,True,4,zabovresky
2695,621,Radim Svatoš,M,2019-03-09,4,174,2043.48,4,,True,True,4,zabovresky
2696,624,Radim Vávra,M,2017-03-09,6,174,2123.48,4,,True,True,4,zabovresky
2697,707,Josef Konečný,M,2020-12-16,2,-108,1000.0,4,,True,False,4,zabovresky
2698,725,Radek Procházka,M,2017-11-12,5,-74,2080.0,4,,True,True,4,zabovresky
2699,1166,Richard Kovařík,M,2019-11-28,3,-90,2000.0,4,,True,True,4,zabovresky
2700,1216,Igor Král,M,2018-04-06,5,146,2082.92,4,,True,True,4,zabovresky
2701,1381,Patrik Svatoš,M,2019-11-28,3,-90,2000.0,4,,True,True,4,zabovresky
2702,1951,Karolína Benešová,F,2017-02-09,6,202,2124.04,4,,False,True,4,zabovresky
2703,1972,Kateřina Pospíšilová,F,2018-08-17,5,13,2080.26,4,,True,True,4,zabovresky
2704,2082,Lucia Novotná,F,2016-08-23,7,7,2160.14,4,,True,False,4,zabovresky
2705,2297,Monika Kadlecová,F,2018-10-29,4,-60,2040.0,4,125.0,True,True,4,zabovresky
2706,2357,Natálie Tesařová,F,2018-10-29,4,-60,2040.0,4,136.0,True,True,4,zabovresky
2707,2391,Nikola Benešová,F,2018-08-16,5,14,2080.28,4,,True,True,4,zabovresky
2708,2457,Pavlína Kadlecová,F,2021-03-28,2,155,3.1,4,,True,False,4,zabovresky
2709,2484,Petra Černá,F,2020-06-19,3,72,2001.44,4,,True,True,4,zabovresky
2710,2550,Renata Rýdlová,F,2018-03-07,5,176,2083.52,4,,True,True,4,zabovresky
2711,2699,Veronika Matějová,F,2021-01-15,2,227,4.54,4,,True,False,4,zabovresky
2712,3070,Gabriela Rýdlová,F,2020-04-20,3,132,2002.64,4,,True,True,4,zabovresky
2713,3107,Irena Vondráčková,F,2017-06-03,6,88,2121.76,4,,True,True,4,zabovresky
2714,269,Pavel Kratochvíl,M,2020-05-29,3,93,2001.86,135,,True,True,135,Brno
2715,293,Lukáš Soukup,M,2017-08-29,6,1,2120.02,135,,True,True,135,Brno
2716,312,Lukáš Horváth,M,2018-09-27,4,-28,2040.0,135,,True,True,135,Brno
2717,452,Jakub Urban,M,2018-10-11,4,-42,2040.0,135,,True,True,135,Brno
2718,761,Filip Svoboda,M,2018-12-21,4,-113,2040.0,135,,True,True,135,Brno
2719,772,Filip Urban,M,2017-08-19,6,11,2120.22,135,,True,True,135,Brno
2720,876,Milan Macháček,M,2019-03-27,4,156,2043.12,135,,True,True,135,Brno
2721,907,Ján Konečný,M,2017-05-13,6,109,2122.18,135,,True,True,135,Brno
2722,947,Jozef Konečný,M,2018-08-22,5,8,2080.16,135,,True,True,135,Brno
2723,1009,Anton Němec,M,2016-06-20,7,71,2161.42,135,,True,False,135,Brno
2724,1077,Peter Navrátil,M,2017-09-23,5,-24,2080.0,135,,True,True,135,Brno
2725,1499,Erik Bílý,M,2019-10-12,3,-43,2000.0,135,,True,True,135,Brno
2726,1541,Matúš Svatoš,M,2017-11-10,5,-72,2080.0,135,,True,True,135,Brno
2727,1569,Samuel Němec,M,2016-08-31,6,-1,2120.0,135,,True,True,135,Brno
2728,1631,Anna Benešová,F,2018-06-04,5,87,2081.74,135,,True,True,135,Brno
2729,1761,Hana Svobodová,F,2018-02-26,5,185,2083.7,135,,True,True,135,Brno
2730,1889,Jana Němcová,F,2018-05-05,5,117,2082.34,135,,True,True,135,Brno
2731,2020,Klára Jelínková,F,2017-03-10,6,173,2123.46,135,,True,True,135,Brno
2732,2053,Lenka Marešová,F,2020-10-29,2,-60,1000.0,135,57.0,True,False,135,Brno
2733,2054,Lenka Růžičková,F,2017-01-26,6,216,2124.32,135,,True,True,135,Brno
2734,2115,Lucia Tomášková,F,2016-08-10,7,20,2160.4,135,12.0,True,False,135,Brno
2735,2443,Pavlína Dvořáková,F,2017-09-04,5,-5,2080.0,135,,True,True,135,Brno
2736,2924,Daniela Černá,F,2017-10-21,5,-52,2080.0,135,,True,True,135,Brno
2737,2975,Dominika Bílá,F,2020-10-10,2,-41,1000.0,135,,True,False,135,Brno
2738,2990,Dominika Rýdlová,F,2017-02-15,6,196,2123.92,135,,True,True,135,Brno
2739,3129,Kamila Němcová,F,2017-01-05,6,237,2124.74,135,,True,True,135,Brno
2740,270,Pavel Kadlec,M,2021-05-06,2,116,2.32,50,,True,False,50,stred
2741,377,Marek Růžička,M,2019-10-03,3,-34,2000.0,50,,True,True,50,stred
2742,393,Marek Polák,M,2017-12-04,5,-96,2080.0,50,,True,True,50,stred
2743,542,Václav Mareš,M,2018-06-21,5,70,2081.4,50,,True,True,50,stred
2744,708,Josef Vlček,M,2018-12-17,4,-109,2040.0,50,,True,True,50,stred
2745,830,Aleš Kadlec,M,2021-08-05,2,25,0.5,50,,True,False,50,stred
2746,1062,Peter Mareš,M,2020-09-12,2,-13,1000.0,50,,True,False,50,stred
2747,1098,Andrej Beneš,M,2018-10-02,4,-33,2040.0,50,,True,True,50,stred
2748,1108,Andrej Vlček,M,2018-03-06,5,177,2083.54,50,,True,True,50,stred
2749,1372,Patrik Urban,M,2018-02-07,5,204,2084.08,50,,True,True,50,stred
2750,1450,Róbert Pospíšil,M,2018-03-05,5,178,2083.56,50,,True,True,50,stred
2751,1552,Matúš Horváth,M,2016-11-15,6,-77,2120.0,50,,True,True,50,stred
2752,1593,Samuel Polák,M,2019-05-23,4,99,2041.98,50,,True,True,50,stred
2753,1644,Barbora Černá,F,2018-11-15,4,-77,2040.0,50,,True,True,50,stred
2754,1993,Kateřina Křenková,F,2019-09-23,3,-24,2000.0,50,,True,True,50,stred
2755,2113,Lucia Křenková,F,2018-07-24,5,37,2080.74,50,,True,True,50,stred
2756,2171,Marcela Malá,F,2019-12-31,3,-123,2000.0,50,,True,True,50,stred
2757,2381,Nikola Urbanová,F,2017-12-08,5,-100,2080.0,50,95.0,True,True,50,stred
2758,2537,Renata Kadlecová,F,2019-07-10,4,51,2041.02,50,,True,True,50,stred
2759,2686,Veronika Kučerová,F,2018-03-17,5,166,2083.32,50,,True,True,50,stred
2760,2774,Zuzana Růžičková,F,2019-09-29,3,-30,2000.0,50,,True,True,50,stred
2761,2930,Daniela Křížová,F,2020-01-07,3,236,2004.72,50,,True,True,50,stred
2762,3059,Gabriela Matějová,F,2017-11-19,5,-81,2080.0,50,,True,True,50,stred
2763,272,Pavel Horváth,M,2020-02-11,3,201,2004.02,47,,True,True,47,turany
2764,340,David Šimek,M,2017-06-20,6,71,2121.42,47,,True,True,47,turany
2765,348,David Vlček,M,2019-06-06,4,85,2041.7,47,,True,True,47,turany
2766,507,Ondřej Konečný,M,2017-10-17,5,-48,2080.0,47,,True,True,47,turany
2767,616,Radim Král,M,2018-08-25,5,5,2080.1,47,,True,True,47,turany
2768,720,Radek Novák,M,2020-06-03,3,88,2001.76,47,,True,True,47,turany
2769,1141,Miroslav Svatoš,M,2020-06-24,3,67,2001.34,47,,True,True,47,turany
2770,1287,Štefan Veselý,M,2016-12-19,6,-111,2120.0,47,,True,True,47,turany
2771,1320,Juraj Novák,M,2016-11-24,6,-86,2120.0,47,,True,True,47,turany
