,dite_id,jmeno,pohlavi,datum_narozeni,spadova_skolka,skolka_sourozence,bydliste_brno,prodlouzena_dochazka
2245,2245,Karel Test Pekař,M,2019-10-04,38,-1,True,False
3887,3887,Blanka Test Weissová,F,2021-07-20,78,-1,True,False
3331,3331,Pavlína Test Matějová,F,2017-10-08,-1,-1,False,False
757,757,Radim Test Pekař,M,2022-03-20,76,-1,True,False
2541,2541,Hana Test Hajná,F,2022-06-15,21,-1,True,False
1727,1727,Erik Test Weiss,M,2022-04-29,111,-1,True,False
2068,2068,Robin Test Černý,M,2021-06-21,5,-1,True,False
2775,2775,Kateřina Test Šťastná,F,2019-06-14,-1,-1,False,False
3090,3090,Michaela Test Tichá,F,2019-09-14,11,-1,True,False
2490,2490,Eva Test Martínková,F,2018-09-30,-1,-1,False,False
2688,2688,Karolína Test Nováková,F,2022-08-27,120,-1,True,False
2803,2803,Klára Test Matějová,F,2022-07-13,109,-1,True,False
1057,1057,Ján Test Svoboda,M,2020-09-26,135,-1,True,False
1927,1927,Vladimír Test Veselý,M,2020-01-06,30,-1,True,False
2477,2477,Eva Test Marečková,F,2021-05-22,3,-1,True,False
3517,3517,Soňa Test Marešová,F,2020-11-23,78,-1,True,False
4398,4398,Květoslava Test Rýdlová,F,2019-06-20,-1,-1,False,False
1334,1334,Miroslav Test Smetana,M,2020-12-02,73,-1,True,False
3629,3629,Veronika Test Marečková,F,2021-04-25,1,-1,True,True
3770,3770,Alena Test Králová,F,2021-12-29,92,-1,True,False
3525,3525,Soňa Test Urbanová,F,2019-08-02,-1,-1,False,False
3205,3205,Natálie Test Tesařová,F,2020-06-06,129,-1,True,False
2016,2016,Miloslav Test Novák,M,2020-05-20,56,-1,True,False
3606,3606,Veronika Test Kučerová,F,2021-05-07,30,-1,True,False
3412,3412,Renata Test Černá,F,2020-02-28,124,-1,True,False
3399,3399,Petra Test Šťastná,F,2021-01-26,120,-1,True,False
3727,3727,Zuzana Test Benešová,F,2020-09-24,92,-1,True,False
1412,1412,Igor Test Šimek,M,2022-04-20,15,-1,True,True
2097,2097,Robin Test Janda,M,2021-01-20,36,-1,True,False
3689,3689,Zdeňka Test Stará,F,2020-09-13,64,-1,True,False
2836,2836,Lenka Test Černá,F,2022-01-18,26,-1,True,False
2950,2950,Ludmila Test Hájková,F,2020-06-08,18,-1,True,False
3445,3445,Renata Test Tesařová,F,2019-12-23,68,-1,True,False
3381,3381,Petra Test Urbanová,F,2021-04-19,13,-1,True,False
2471,2471,Eva Test Pechová,F,2020-10-18,45,-1,True,False
3286,3286,Patricia Test Hájková,F,2021-04-05,37,-1,True,False
2183,2183,Josef Test Vávra,M,2020-11-27,11,11,True,False
2137,2137,Jindřich Test Toman,M,2022-04-14,41,-1,True,False
3529,3529,Soňa Test Hlaváčková,F,2022-04-08,79,-1,True,False
3667,3667,Zdeňka Test Matějová,F,2022-06-14,18,-1,True,False
2840,2840,Lenka Test Horáková,F,2021-11-25,48,-1,True,False
3941,3941,Dominika Test Procházková,F,2021-10-18,52,-1,True,False
381,381,Lukáš Test Hajný,M,2018-11-17,-1,-1,False,False
4486,4486,Marie Test Hájková,F,2019-08-09,-1,-1,False,False
2408,2408,Denisa Test Horáková,F,2021-06-04,31,-1,True,False
624,624,Václav Test Novák,M,2022-05-16,96,-1,True,False
2508,2508,Hana Test Pospíšilová,F,2021-07-16,52,-1,True,False
3672,3672,Zdeňka Test Šimková,F,2020-01-16,102,-1,True,False
824,824,Josef Test Horák,M,2021-07-20,40,-1,True,False
2881,2881,Lucia Test Svobodová,F,2020-05-27,5,91,True,True
1206,1206,Peter Test Kovařík,M,2021-09-30,115,2,True,False
745,745,Radim Test Toman,M,2020-11-04,113,-1,True,False
1049,1049,Milan Test Málek,M,2021-10-18,104,-1,True,False
2170,2170,Josef Test Pospíšil,M,2020-10-09,21,-1,True,False
39,39,Jan Test Starý,M,2020-05-22,110,-1,True,False
2109,2109,Robin Test Hajný,M,2021-02-08,21,113,True,False
3816,3816,Andrea Test Šimková,F,2019-03-21,-1,-1,False,False
816,816,Josef Test Novák,M,2020-11-28,36,36,True,False
8,8,Jan Test Horák,M,2021-08-10,85,-1,True,False
2903,2903,Lucia Test Pechová,F,2021-07-22,114,6,True,False
1304,1304,Miroslav Test Horák,M,2020-12-17,73,7,True,False
1863,1863,Stanislav Test Starý,M,2020-02-07,11,-1,True,False
2560,2560,Helena Test Konečná,F,2022-05-17,21,-1,True,False
1509,1509,Štefan Test Svatoš,M,2021-09-03,132,132,True,False
1478,1478,Vladimír Test Smetana,M,2019-07-25,-1,-1,False,False
2444,2444,Denisa Test Švadlenková,F,2021-02-18,48,-1,True,False
4289,4289,Vladislava Test Kadlecová,F,2022-04-29,104,-1,True,False
712,712,Jáchym Test Martínek,M,2020-09-16,30,-1,True,False
916,916,Filip Test Černý,M,2020-09-05,0,-1,True,False
1867,1867,Stanislav Test Mareček,M,2021-03-25,104,-1,True,False
3842,3842,Blanka Test Novotná,F,2021-12-23,36,-1,True,False
929,929,Filip Test Růžička,M,2021-01-21,49,-1,True,False
3988,3988,Eliška Test Černá,F,2019-03-02,-1,-1,False,False
198,198,Martin Test Kovařík,M,2019-03-24,-1,-1,False,True
566,566,Jakub Test Smetana,M,2022-06-19,99,-1,True,True
457,457,Marek Test Toman,M,2020-01-04,58,-1,True,False
2607,2607,Ivana Test Bílá,F,2021-10-03,1,-1,True,False
3368,3368,Petra Test Horáková,F,2020-05-21,50,-1,True,False
1674,1674,Viktor Test Švadlenka,M,2020-10-06,72,-1,True,False
1330,1330,Miroslav Test Dušek,M,2020-09-12,118,118,True,False
1633,1633,Viktor Test Svoboda,M,2021-07-09,58,-1,True,False
3409,3409,Renata Test Svobodová,F,2021-06-29,80,-1,True,False
959,959,Filip Test Weiss,M,2021-04-03,14,-1,True,False
3285,3285,Patricia Test Urbanová,F,2020-10-28,40,-1,True,False
1563,1563,Juraj Test Vlček,M,2021-06-21,58,-1,True,False
2151,2151,Jindřich Test Starý,M,2021-01-08,65,65,True,False
868,868,Radek Test Černý,M,2022-07-22,45,-1,True,False
3647,3647,Veronika Test Weissová,F,2020-10-05,122,-1,True,False
169,169,Jiří Test Toman,M,2020-10-03,108,-1,True,False
1260,1260,Andrej Test Urban,M,2022-01-19,5,-1,True,False
3163,3163,Monika Test Málková,F,2019-07-21,-1,-1,False,False
1254,1254,Andrej Test Kovařík,M,2021-05-01,34,-1,True,False
4524,4524,Nela Test Pospíšilová,F,2019-08-03,-1,-1,False,False
4049,4049,Gabriela Test Kadlecová,F,2019-12-20,115,-1,True,False
2042,2042,Miloslav Test Konečný,M,2022-01-03,19,-1,True,False
2583,2583,Helena Test Šťastná,F,2021-04-29,129,-1,True,False
2832,2832,Lenka Test Nováková,F,2021-01-28,9,-1,True,False
3776,3776,Alena Test Kopecká,F,2021-05-09,138,-1,True,False
835,835,Josef Test Bílý,M,2020-12-14,104,-1,True,False
748,748,Radim Test Kratochvíl,M,2020-12-31,92,-1,True,False
4575,4575,Štěpánka Test Bílá,F,2018-11-22,-1,-1,False,False
2778,2778,Kateřina Test Martínková,F,2020-10-07,71,-1,True,False
2818,2818,Klára Test Vlčková,F,2021-01-19,4,-1,True,False
1763,1763,Matúš Test Navrátil,M,2022-08-18,21,-1,True,False
3280,3280,Patricia Test Konečná,F,2020-09-09,95,-1,True,False
390,390,David Test Kovařík,M,2021-08-09,59,-1,True,False
4349,4349,Vladimíra Test Marečková,F,2021-05-06,115,-1,True,False
3626,3626,Veronika Test Králová,F,2018-09-16,-1,-1,False,False
1221,1221,Peter Test Svatoš,M,2020-11-17,123,-1,True,False
818,818,Josef Test Novotný,M,2021-08-26,70,-1,True,False
1878,1878,Vladislav Test Kovařík,M,2020-02-22,73,-1,True,False
46,46,Jan Test Mrázek,M,2021-11-21,12,-1,True,False
166,166,Jiří Test Mareš,M,2019-01-13,-1,-1,False,False
4350,4350,Vladimíra Test Rýdlová,F,2019-07-07,-1,-1,False,False
1578,1578,Juraj Test Švadlenka,M,2021-03-18,71,-1,True,False
626,626,Václav Test Novotný,M,2020-09-27,77,-1,True,False
579,579,Ondřej Test Dvořák,M,2022-06-06,76,-1,True,False
1758,1758,Matúš Test Kříž,M,2020-10-08,79,-1,True,False
3232,3232,Nikola Test Konečná,F,2019-01-03,-1,-1,False,False
3499,3499,Simona Test Málková,F,2020-09-02,72,-1,True,False
2914,2914,Lucia Test Vlčková,F,2021-09-07,124,-1,True,False
475,475,Marek Test Mareček,M,2022-02-11,50,-1,True,False
4110,4110,Irena Test Rýdlová,F,2020-11-03,13,-1,True,False
1139,1139,Ivan Test Navrátil,M,2020-10-13,54,-1,True,False
2349,2349,Anna Test Hajná,F,2020-09-16,135,-1,True,False
3245,3245,Nikola Test Marečková,F,2022-07-13,0,-1,True,False
2419,2419,Denisa Test Matějová,F,2020-09-24,23,4,True,False
314,314,Pavel Test Konečný,M,2022-04-21,45,-1,True,False
2752,2752,Kateřina Test Konečná,F,2021-05-23,122,-1,True,False
815,815,Jaroslav Test Weiss,M,2021-08-04,72,-1,True,False
2268,2268,Štěpán Test Urban,M,2021-07-30,58,-1,True,False
2333,2333,Anna Test Marečková,F,2018-05-24,-1,-1,False,False
1268,1268,Andrej Test Šimek,M,2021-05-25,2,-1,True,False
1556,1556,Juraj Test Šimek,M,2021-05-11,59,-1,True,False
3131,3131,Monika Test Malá,F,2022-06-05,41,-1,True,False
2456,2456,Eva Test Horáková,F,2022-02-15,138,-1,True,False
2804,2804,Klára Test Jelínková,F,2020-06-24,49,-1,True,False
3963,3963,Dominika Test Vondráčková,F,2021-06-03,5,-1,True,False
4584,4584,Štěpánka Test Šimková,F,2019-07-30,-1,-1,False,False
3,3,Jan Test Dvořák,M,2020-12-13,1,-1,True,False
3925,3925,Daniela Test Tesařová,F,2018-08-13,-1,-1,False,False
1051,1051,Milan Test Mareček,M,2021-12-12,45,-1,True,False
3376,3376,Petra Test Konečná,F,2022-02-25,52,-1,True,False
2864,2864,Lenka Test Kopecká,F,2020-10-17,129,-1,True,False
1201,1201,Peter Test Svoboda,M,2021-03-27,76,-1,True,False
1426,1426,Igor Test Dušek,M,2022-06-17,73,-1,True,False
496,496,Adam Test Král,M,2020-11-17,88,-1,True,False
1200,1200,Peter Test Novák,M,2022-01-18,1,-1,True,False
1391,1391,Richard Test Weiss,M,2022-01-11,111,-1,True,False
1017,1017,Milan Test Němec,M,2021-08-16,73,-1,True,False
437,437,Marek Test Procházka,M,2021-06-17,21,-1,True,False
2595,2595,Ivana Test Dvořáková,F,2020-09-28,30,-1,True,False
1278,1278,Andrej Test Kříž,M,2021-05-03,137,-1,True,False
638,638,Václav Test Hájek,M,2019-10-26,132,-1,True,False
1710,1710,Erik Test Kříž,M,2020-09-02,34,-1,True,False
499,499,Adam Test Bílý,M,2020-11-11,54,-1,True,False
3675,3675,Zdeňka Test Vondráčková,F,2021-08-29,10,-1,True,False
220,220,Martin Test Kratochvíl,M,2021-03-04,58,-1,True,False
4275,4275,Vladislava Test Dvořáková,F,2021-07-05,72,-1,True,False
1895,1895,Vladislav Test Vávra,M,2020-12-05,42,-1,True,False
3458,3458,Simona Test Novotná,F,2021-01-01,1,-1,True,False
3659,3659,Zdeňka Test Malá,F,2021-01-19,32,-1,True,False
845,845,Josef Test Kadlec,M,2021-02-22,110,-1,True,False
1318,1318,Miroslav Test Mareš,M,2021-02-07,61,-1,True,False
4106,4106,Irena Test Králová,F,2020-12-14,132,-1,True,False
979,979,Aleš Test Bílý,M,2021-02-06,65,-1,True,False
4207,4207,Lenka Test Benešová,F,2021-08-02,23,-1,True,False
3570,3570,Tereza Test Tichá,F,2018-06-19,-1,-1,False,False
3413,3413,Renata Test Procházková,F,2020-10-23,98,-1,True,False
3539,3539,Soňa Test Tomášková,F,2022-03-06,8,-1,True,False
2256,2256,Štěpán Test Novák,M,2021-06-30,49,-1,True,False
3768,3768,Alena Test Šimková,F,2021-11-14,70,-1,True,False
3257,3257,Nikola Test Stará,F,2020-09-18,92,-1,True,False
4193,4193,Lenka Test Kadlecová,F,2021-04-27,90,-1,True,False
2439,2439,Denisa Test Šťastná,F,2019-09-28,58,-1,True,False
4337,4337,Vladimíra Test Kadlecová,F,2019-05-23,-1,-1,False,False
3718,3718,Zuzana Test Hájková,F,2021-02-12,111,-1,True,False
1288,1288,Andrej Test Martínek,M,2019-08-13,-1,-1,False,False
4500,4500,Marie Test Havlíčková,F,2022-02-25,72,-1,True,False
2632,2632,Ivana Test Smetanová,F,2019-04-16,-1,-1,False,False
2750,2750,Kateřina Test Růžičková,F,2021-03-31,135,-1,True,False
4065,4065,Gabriela Test Křenková,F,2021-04-21,124,-1,True,False
2634,2634,Ivana Test Martínková,F,2019-03-10,-1,-1,False,False
503,503,Adam Test Vávra,M,2020-01-28,69,-1,True,False
516,516,Adam Test Staněk,M,2021-10-13,76,-1,True,False
3161,3161,Monika Test Stará,F,2019-03-10,-1,-1,False,False
569,569,Jakub Test Málek,M,2020-05-16,122,-1,True,False
2105,2105,Robin Test Málek,M,2021-06-27,7,-1,True,False
1754,1754,Matúš Test Konečný,M,2020-11-01,106,106,True,False
2643,2643,Jana Test Dvořáková,F,2022-02-15,4,-1,True,False
3653,3653,Zdeňka Test Procházková,F,2020-06-02,21,-1,True,False
860,860,Josef Test Mach,M,2022-06-15,58,-1,True,False
3583,3583,Tereza Test Benešová,F,2021-11-22,18,-1,True,False
3282,3282,Patricia Test Tichá,F,2019-02-05,-1,-1,False,False
3291,3291,Patricia Test Vondráčková,F,2020-09-13,137,50,True,False
2308,2308,Anna Test Černá,F,2021-09-16,45,-1,True,False
3805,3805,Andrea Test Marešová,F,2019-06-23,-1,-1,False,False
4263,4263,Stanislava Test Šťastná,F,2019-04-01,-1,-1,False,False
2335,2335,Anna Test Benešová,F,2019-08-19,-1,-1,False,False
1910,1910,Vladislav Test Smetana,M,2021-08-12,105,-1,True,False
4314,4314,Vladislava Test Martínková,F,2021-07-10,100,-1,True,False
870,870,Radek Test Kovařík,M,2020-05-28,83,-1,True,False
83,83,Petr Test Navrátil,M,2020-12-21,2,-1,True,False
4562,4562,Štěpánka Test Novotná,F,2019-02-06,132,-1,True,False
4371,4371,Květoslava Test Dvořáková,F,2020-10-05,17,-1,True,False
1328,1328,Miroslav Test Polák,M,2022-08-29,85,-1,True,False
1894,1894,Vladislav Test Mareš,M,2022-06-23,115,-1,True,False
3461,3461,Simona Test Procházková,F,2021-01-03,46,-1,True,False
1037,1037,Milan Test Kadlec,M,2021-02-25,87,-1,True,False
3086,3086,Michaela Test Růžičková,F,2021-05-24,61,-1,True,False
2996,2996,Marcela Test Jelínková,F,2021-12-20,79,-1,True,False
343,343,Lukáš Test Veselý,M,2022-06-30,58,-1,True,False
443,443,Marek Test Marek,M,2021-09-13,46,-1,True,False
1152,1152,Anton Test Novák,M,2017-10-05,-1,-1,False,False
3434,3434,Renata Test Králová,F,2021-08-03,77,64,True,True
2955,2955,Ludmila Test Vondráčková,F,2022-05-16,117,-1,True,False
3806,3806,Andrea Test Růžičková,F,2020-07-11,66,-1,True,False
73,73,Petr Test Toman,M,2020-11-28,132,-1,True,False
3281,3281,Patricia Test Kadlecová,F,2020-05-12,104,-1,True,False
3915,3915,Daniela Test Vondráčková,F,2021-06-27,70,-1,True,False
3791,3791,Alena Test Weissová,F,2022-07-17,44,-1,True,False
2948,2948,Ludmila Test Jelínková,F,2019-03-20,-1,-1,False,False
4389,4389,Květoslava Test Urbanová,F,2019-10-01,46,-1,True,False
4555,4555,Nela Test Málková,F,2022-02-23,98,-1,True,False
3949,3949,Dominika Test Marešová,F,2018-09-16,-1,-1,False,False
2497,2497,Hana Test Svobodová,F,2020-08-19,5,-1,True,False
3792,3792,Andrea Test Nováková,F,2021-03-09,78,-1,True,False
454,454,Marek Test Mareš,M,2021-05-15,29,-1,True,False
1272,1272,Andrej Test Tomáš,M,2021-03-29,71,129,True,False
1851,1851,Stanislav Test Vlček,M,2021-03-27,115,-1,True,False
3719,3719,Zuzana Test Pechová,F,2019-02-13,-1,-1,False,False
3091,3091,Michaela Test Matějová,F,2021-05-05,54,-1,True,False
2065,2065,Robin Test Svoboda,M,2021-07-11,48,-1,True,False
1571,1571,Juraj Test Navrátil,M,2021-01-30,37,-1,True,False
3192,3192,Natálie Test Šimková,F,2020-12-23,67,-1,True,False
1084,1084,Ján Test Kratochvíl,M,2021-02-01,54,54,True,False
1077,1077,Ján Test Svatoš,M,2021-03-28,55,-1,True,False
3825,3825,Andrea Test Křenková,F,2021-03-23,88,-1,True,False
103,103,Tomáš Test Veselý,M,2020-09-08,135,-1,True,False
3999,3999,Eliška Test Bílá,F,2020-06-27,27,-1,True,False
756,756,Radim Test Staněk,M,2020-12-31,114,-1,True,False
2819,2819,Klára Test Tomášková,F,2021-06-28,82,-1,True,False
1284,1284,Andrej Test Staněk,M,2020-12-30,37,-1,True,False
2455,2455,Eva Test Veselá,F,2021-08-17,101,-1,True,False
746,746,Radim Test Konečný,M,2021-02-09,23,-1,True,False
146,146,Jiří Test Novotný,M,2020-12-01,58,-1,True,False
3345,3345,Pavlína Test Křenková,F,2020-06-12,79,-1,True,False
1027,1027,Milan Test Bílý,M,2019-12-27,78,-1,True,False
862,862,Josef Test Mrázek,M,2020-01-31,4,-1,True,False
842,842,Josef Test Konečný,M,2021-05-17,38,-1,True,False
208,208,Martin Test Král,M,2021-03-28,99,-1,True,False
2340,2340,Anna Test Havlíčková,F,2021-04-01,29,-1,True,False
2186,2186,Josef Test Konečný,M,2020-10-21,70,-1,True,False
4480,4480,Marie Test Konečná,F,2021-07-13,84,-1,True,False
331,331,Pavel Test Mareček,M,2021-04-09,54,-1,True,False
2390,2390,Barbora Test Kočová,F,2021-02-27,60,-1,True,False
4032,4032,Gabriela Test Nováková,F,2021-12-19,76,-1,True,False
3623,3623,Veronika Test Pechová,F,2021-11-15,56,-1,True,False
4421,4421,Miloslava Test Procházková,F,2021-08-13,40,-1,True,False
2890,2890,Lucia Test Křížová,F,2021-03-17,11,-1,True,False
578,578,Ondřej Test Novotný,M,2021-07-16,54,-1,True,False
374,374,Lukáš Test Smetana,M,2020-10-24,54,-1,True,False
3083,3083,Michaela Test Malá,F,2021-05-17,128,-1,True,False
750,750,Radim Test Kříž,M,2022-07-07,84,-1,True,False
1711,1711,Erik Test Horváth,M,2021-03-21,88,-1,True,False
338,338,Lukáš Test Novotný,M,2021-04-20,42,-1,True,False
3362,3362,Petra Test Novotná,F,2018-09-14,-1,-1,False,False
3474,3474,Simona Test Tichá,F,2019-09-26,70,-1,True,False
2994,2994,Marcela Test Tichá,F,2019-10-08,105,-1,True,False
2307,2307,Anna Test Dvořáková,F,2020-10-05,128,-1,True,False
3057,3057,Marta Test Křenková,F,2021-06-06,138,-1,True,False
138,138,Tomáš Test Švadlenka,M,2021-03-05,68,68,True,False
546,546,Jakub Test Beneš,M,2018-09-25,-1,100,False,False
2207,2207,Josef Test Weiss,M,2019-01-27,-1,-1,False,False
4066,4066,Gabriela Test Vlčková,F,2021-06-22,82,-1,True,False
4533,4533,Nela Test Urbanová,F,2021-05-22,51,100,True,False
2473,2473,Eva Test Hlaváčková,F,2018-11-07,-1,-1,False,False
4231,4231,Stanislava Test Veselá,F,2020-05-14,58,-1,True,False
627,627,Václav Test Dvořák,M,2018-11-24,-1,-1,False,False
1636,1636,Viktor Test Černý,M,2021-07-09,50,-1,True,False
2343,2343,Anna Test Šťastná,F,2021-06-16,0,-1,True,False
3049,3049,Marta Test Hlaváčková,F,2021-01-04,21,21,True,False
2409,2409,Denisa Test Němcová,F,2020-12-10,107,130,True,False
4315,4315,Vladislava Test Málková,F,2019-05-06,-1,-1,False,False
744,744,Radim Test Tomáš,M,2021-10-20,10,10,True,False
2811,2811,Klára Test Vondráčková,F,2021-08-13,113,-1,True,False
1299,1299,Miroslav Test Dvořák,M,2020-05-11,0,-1,True,False
3127,3127,Monika Test Veselá,F,2021-07-30,104,-1,True,False
1952,1952,Vladimír Test Polák,M,2018-11-07,-1,-1,False,False
2823,2823,Klára Test Šťastná,F,2021-08-01,104,-1,True,False
4184,4184,Lenka Test Horáková,F,2021-02-12,72,-1,True,False
2516,2516,Hana Test Jelínková,F,2021-05-04,5,-1,True,False
1374,1374,Richard Test Kříž,M,2021-11-12,37,-1,True,False
2003,2003,Kamil Test Navrátil,M,2021-08-10,27,-1,True,False
3014,3014,Marcela Test Kočová,F,2021-10-10,45,-1,True,False
2848,2848,Lenka Test Konečná,F,2019-04-05,-1,-1,False,False
502,502,Adam Test Mareš,M,2021-01-14,79,-1,True,False
3152,3152,Monika Test Kopecká,F,2021-01-20,98,-1,True,False
913,913,Filip Test Svoboda,M,2020-06-17,61,-1,True,False
3705,3705,Zuzana Test Němcová,F,2020-10-27,49,-1,True,False
4138,4138,Kamila Test Křížová,F,2022-04-18,105,-1,True,False
1100,1100,Ján Test Mach,M,2022-05-25,52,52,True,False
1538,1538,Juraj Test Novotný,M,2018-04-27,-1,-1,False,False
445,445,Marek Test Soukup,M,2021-04-10,21,-1,True,False
33,33,Jan Test Janda,M,2018-04-26,-1,-1,False,False
3788,3788,Alena Test Švadlenková,F,2021-08-16,99,-1,True,False
2053,2053,Miloslav Test Pekař,M,2021-03-25,90,-1,True,False
3306,3306,Patricia Test Martínková,F,2022-02-03,26,-1,True,False
3862,3862,Blanka Test Hájková,F,2021-01-28,68,-1,True,True
4416,4416,Miloslava Test Nováková,F,2021-04-29,104,-1,True,True
465,465,Marek Test Janda,M,2021-02-04,47,-1,True,False
2239,2239,Karel Test Horváth,M,2020-11-13,6,-1,True,False
4101,4101,Irena Test Urbanová,F,2021-07-20,4,-1,True,False
2290,2290,Štěpán Test Dušek,M,2020-10-14,54,-1,True,False
1004,1004,Aleš Test Mach,M,2021-02-25,92,-1,True,False
509,509,Adam Test Kadlec,M,2021-08-28,41,-1,True,False
385,385,David Test Svoboda,M,2022-04-23,94,-1,True,False
154,154,Jiří Test Pospíšil,M,2021-12-11,122,-1,True,False
1558,1558,Juraj Test Mareš,M,2020-10-13,95,-1,True,False
3622,3622,Veronika Test Hájková,F,2021-02-09,48,-1,True,False
2781,2781,Kateřina Test Hajná,F,2022-08-12,21,-1,True,False
1487,1487,Vladimír Test Weiss,M,2019-02-18,-1,-1,False,False
4100,4100,Irena Test Jelínková,F,2020-02-22,87,-1,True,False
2406,2406,Denisa Test Kučerová,F,2021-06-10,22,-1,True,False
2074,2074,Robin Test Pospíšil,M,2020-10-15,91,94,True,False
2336,2336,Anna Test Kopecká,F,2018-09-07,-1,-1,False,False
1202,1202,Peter Test Novotný,M,2022-06-09,131,-1,True,False
3981,3981,Dominika Test Hajná,F,2019-12-25,29,-1,True,False
4455,4455,Miloslava Test Šťastná,F,2020-04-05,5,-1,True,False
106,106,Tomáš Test Pospíšil,M,2020-11-03,23,-1,True,False
2738,2738,Kateřina Test Novotná,F,2021-01-07,73,-1,True,False
2814,2814,Klára Test Rýdlová,F,2020-06-01,40,40,True,False
2556,2556,Helena Test Pospíšilová,F,2018-12-24,-1,-1,False,False
919,919,Filip Test Veselý,M,2021-03-10,133,-1,True,False
4001,4001,Eliška Test Kadlecová,F,2021-07-30,14,-1,True,False
4134,4134,Kamila Test Kučerová,F,2020-10-16,21,-1,True,False
4457,4457,Miloslava Test Stará,F,2019-02-22,-1,-1,False,False
1682,1682,Erik Test Novotný,M,2020-12-03,121,-1,True,False
630,630,Václav Test Kovařík,M,2020-05-14,16,-1,True,False
59,59,Petr Test Marek,M,2022-07-26,46,-1,True,False
933,933,Filip Test Svatoš,M,2021-05-30,3,-1,True,False
4076,4076,Gabriela Test Švadlenková,F,2019-03-19,-1,-1,False,False
3734,3734,Zuzana Test Kočová,F,2019-06-28,-1,-1,False,False
3537,3537,Soňa Test Křenková,F,2020-04-09,81,-1,True,False
2887,2887,Lucia Test Veselá,F,2021-07-12,31,31,True,False
130,130,Tomáš Test Dušek,M,2020-09-30,90,-1,True,False
2919,2919,Lucia Test Šťastná,F,2022-01-18,75,-1,True,False
2394,2394,Barbora Test Martínková,F,2021-05-20,77,-1,True,False
420,420,David Test Staněk,M,2021-04-20,135,-1,True,False
4468,4468,Marie Test Černá,F,2020-11-18,87,-1,True,False
3225,3225,Nikola Test Němcová,F,2022-08-02,85,-1,True,False
2676,2676,Jana Test Havlíčková,F,2021-09-08,80,-1,True,False
3303,3303,Patricia Test Šťastná,F,2020-12-16,76,-1,True,True
270,270,Michal Test Kříž,M,2021-04-13,110,-1,True,False
737,737,Radim Test Růžička,M,2020-12-06,88,-1,True,False
4272,4272,Vladislava Test Nováková,F,2020-11-17,8,-1,True,False
4050,4050,Gabriela Test Tichá,F,2020-09-25,92,-1,True,False
3938,3938,Dominika Test Novotná,F,2022-03-18,117,-1,True,False
1701,1701,Erik Test Svatoš,M,2018-12-07,-1,-1,False,False
2856,2856,Lenka Test Šimková,F,2021-01-02,49,49,True,False
2868,2868,Lenka Test Havlíčková,F,2021-06-05,8,-1,True,False
3543,3543,Soňa Test Šťastná,F,2020-07-11,110,-1,True,False
4401,4401,Květoslava Test Křenková,F,2021-03-12,119,-1,True,False
1820,1820,Samuel Test Mach,M,2021-10-03,37,-1,True,False
1843,1843,Stanislav Test Bílý,M,2022-05-25,65,-1,True,False
1264,1264,Andrej Test Král,M,2022-08-11,39,-1,True,False
2733,2733,Karolína Test Hajná,F,2021-12-27,77,-1,True,False
1759,1759,Matúš Test Horváth,M,2021-07-12,48,-1,True,False
875,875,Radek Test Marek,M,2021-08-25,124,-1,True,False
990,990,Aleš Test Kříž,M,2018-10-21,-1,-1,False,False
3882,3882,Blanka Test Martínková,F,2020-10-13,54,-1,True,True
785,785,Jaroslav Test Růžička,M,2022-07-19,138,-1,True,False
1550,1550,Juraj Test Hájek,M,2020-08-12,21,21,True,False
3599,3599,Tereza Test Weissová,F,2021-12-05,46,-1,True,True
3116,3116,Michaela Test Švadlenková,F,2017-12-11,-1,-1,False,False
139,139,Tomáš Test Mareček,M,2018-11-14,-1,-1,False,False
2713,2713,Karolína Test Hlaváčková,F,2020-12-13,52,-1,True,False
401,401,David Test Růžička,M,2021-04-01,54,-1,True,False
1059,1059,Ján Test Dvořák,M,2019-09-15,23,-1,True,False
2088,2088,Robin Test Tomáš,M,2021-05-04,5,-1,True,False
1752,1752,Matúš Test Tomáš,M,2021-01-16,1,-1,True,False
3479,3479,Simona Test Pechová,F,2021-08-15,13,-1,True,False
4252,4252,Stanislava Test Zábranská,F,2021-03-01,37,-1,True,False
1847,1847,Stanislav Test Vávra,M,2021-07-16,58,-1,True,False
4072,4072,Gabriela Test Smetanová,F,2021-06-03,114,-1,True,False
3390,3390,Petra Test Rýdlová,F,2018-09-22,-1,-1,False,False
47,47,Jan Test Weiss,M,2018-11-22,-1,-1,False,False
4127,4127,Irena Test Weissová,F,2021-05-07,54,-1,True,False
2861,2861,Lenka Test Marečková,F,2020-09-28,58,-1,True,False
1111,1111,Ivan Test Veselý,M,2020-04-01,28,-1,True,False
654,654,Václav Test Kříž,M,2022-01-20,17,-1,True,False
2576,2576,Helena Test Kopecká,F,2021-04-20,88,-1,True,False
1227,1227,Peter Test Vlček,M,2021-07-19,126,-1,True,False
2728,2728,Karolína Test Smetanová,F,2020-11-06,107,-1,True,False
1209,1209,Peter Test Němec,M,2021-06-17,79,-1,True,False
3373,3373,Petra Test Marešová,F,2022-08-18,29,-1,True,False
1527,1527,Štefan Test Starý,M,2021-08-16,19,-1,True,False
3299,3299,Patricia Test Tomášková,F,2021-06-17,97,-1,True,False
4333,4333,Vladimíra Test Marešová,F,2021-02-14,79,-1,True,False
3017,3017,Marcela Test Stará,F,2022-01-02,80,-1,True,False
